id,age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
1303,21,"FRENCH","Male","12TH GRADE",2.4,"No",507,175,2,"Very Good",0,0,4,27,"manuf","No","1"
1304,18,"ENGLISH","Female","11TH GRADE",0,"No",502,110,2,"Good",0,0,11,27,"manuf","No","0"
1305,20,"ENGLISH","Male","12TH GRADE",1.2,"No",511,167,5,"Good",0,0,5,38,"transp","No","0"
1306,19,"ENGLISH","Male","12TH GRADE",2.06,"No",601,185,1,"Excellent",0,0,9,29,"transp","No","1"
1307,17,"ENGLISH","Male","12TH GRADE",2,"No",600,175,5,"Good",0,0,5,27,"manuf","No","1"
1308,17,"AMERICAN","Male","12TH GRADE",4,"No",600,180,4,"Excellent",0,0,11,99,"construction","Yes","1"
1309,16,"NATIVE-AMERICAN","Female","1ST YR COL",0,"No",510,117,4,"Very Good",0,0,8,52,"fin","No","0"
1310,19,"GERMAN","Female","4TH YR COL",5.5,"No",505,125,4,"Very Good",0,0,4,42,"transp","No","1"
1311,17,"ENGLISH","Male","1ST YR COL",5.2,"No",508,160,3,"Very Good",0,0,8,73,"transp","Yes","1"
1312,20,"ENGLISH","Female","6TH YR COL",2.775,"No",505,130,6,"Good",0,0,11,97,"pro","No","1"
1313,19,"ENGLISH","Male","4TH YR COL",2.96,"No",511,161,6,"Good",2,0,16,74,"manuf","No","1"
1314,17,"FRENCH","Female","4TH YR COL",2.88,"No",500,136,6,"Very Good",0,0,11,99,"fin","No","1"
1315,15,"ENGLISH","Female","4TH YR COL",0.8373,"No",502,130,6,"Very Good",2,0,14,80,"retail","No","0"
1316,14,"ENGLISH","Male","4TH YR COL",5.265,"No",601,182,5,"Excellent",0,0,6,86,"manuf","No","1"
1317,17,"OTHER-HISPANIC","Female","7TH YR COL",0.3,"No",500,105,1,"Very Good",0,0,6,75,"pro","No","0"
1318,18,"ENGLISH","Female","2ND YR COL",1.5,"No",507,120,2,"Excellent",0,0,12,65,"fin","Yes","0"
1319,21,"GERMAN","Male","2ND YR COL",1.5231,"No",509,185,2,"Very Good",0,0,7,90,"construction","No","0"
1320,19,"ENGLISH","Female","4TH YR COL",3.1,"No",500,120,2,"Very Good",0,0,7,88,"retail","No","1"
1321,16,"ENGLISH","Female","4TH YR COL",3.5,"No",507,170,4,"Very Good",0,0,5,75,"pro","No","1"
1322,17,"ENGLISH","Male","4TH YR COL",5.5,"No",511,150,4,"Very Good",0,0,5,66,"manuf","No","1"
1323,17,"ENGLISH","Male","12TH GRADE",3,"No",510,150,3,"Good",1,0,7,40,"manuf","No","1"
1324,16,"ENGLISH","Male","12TH GRADE",1.75,"No",600,220,4,"Poor",0,0,6,81,"manuf","No","1"
1325,17,"GERMAN","Female","12TH GRADE",2.9,"No",504,110,3,"Excellent",0,0,5,22,"fin","No","1"
1326,17,"ENGLISH","Male","12TH GRADE",1.8,"No",509,167,3,"Good",0,0,2,13,"manuf","No","1"
1327,17,"GERMAN","Male","12TH GRADE",2.07,"No",510,150,4,"Very Good",0,0,16,95,"busi","No","1"
1328,16,"ENGLISH","Male","12TH GRADE",1.9,"No",603,170,4,"Very Good",0,0,5,42,"mining","No","1"
1329,17,"NATIVE-AMERICAN","Male","12TH GRADE",2,"No",511,155,5,"Good",0,0,13,12,"mining","No","1"
1330,14,"NATIVE-AMERICAN","Male","12TH GRADE",1.7,"No",602,170,5,"Very Good",0,0,8,6,"mining","No","0"
1331,18,"NATIVE-AMERICAN","Female","5TH YR COL",3.2162,"No",504,110,4,"Excellent",0,0,7,99,"pro","No","1"
1332,15,"NATIVE-AMERICAN","Male","8TH YR COL OR MORE",7.2,"No",510,150,4,"Very Good",0,0,4,91,"wholesale","No","1"
1333,18,"NATIVE-AMERICAN","Female","3RD YR COL",4.8,"No",411,120,6,"Very Good",0,0,5,85,"pub","No","1"
1334,16,"NATIVE-AMERICAN","Female","12TH GRADE",1.1,"No",503,105,6,"Very Good",0,0,3,66,"retail","No","0"
1335,15,"NATIVE-AMERICAN","Female","12TH GRADE",1.8,"No",503,125,6,"Very Good",0,0,6,39,"retail","No","1"
1336,16,"NATIVE-AMERICAN","Male","3RD YR COL",1.3,"No",508,185,7,"Excellent",0,0,9,4,"construction","No","0"
1337,16,"ENGLISH","Male","12TH GRADE",2.6,"No",507,162,4,"Very Good",3,0,6,40,"mining","No","1"
1338,19,"ENGLISH","Male","12TH GRADE",0.7,"No",506,145,3,"Good",0,0,4,16,"mining","No","0"
1339,16,"NATIVE-AMERICAN","Male","2ND YR COL",2.2,"No",600,165,6,"Good",0,0,8,36,"pub","No","1"
1340,14,"NATIVE-AMERICAN","Male","12TH GRADE",1.7,"No",509,159,6,"Very Good",0,0,6,8,"manuf","No","0"
1341,14,"ENGLISH","Male","12TH GRADE",3.1,"No",511,185,5,"Excellent",0,0,12,55,"transp","No","1"
1342,18,"NATIVE-AMERICAN","Female","12TH GRADE",4.5,"No",510,195,1,"Excellent",0,0,11,19,"manuf","No","1"
1343,18,"ENGLISH","Female","4TH YR COL",2,"No",505,140,3,"Good",2,0,4,81,"pro","No","1"
1344,18,"ENGLISH","Female","4TH YR COL",2.732,"No",506,130,3,"Good",0,0,4,88,"pro","No","1"
1345,17,"ENGLISH","Male","12TH GRADE",0.6557,"No",600,220,5,"Good",1,0,10,82,"manuf","No","0"
1346,20,"NATIVE-AMERICAN","Male","12TH GRADE",3.2,"No",510,145,3,"Good",0,1,9,79,"manuf","No","1"
1347,20,"FRENCH","Male","2ND YR COL",5.5,"No",510,198,3,"Good",0,0,8,71,"pro","No","1"
1348,20,"ENGLISH","Male","2ND YR COL",3.4,"No",508,175,2,"Excellent",0,0,3,70,"pub","Yes","1"
1349,15,"GERMAN","Female","6TH YR COL",1.7,"No",500,89,6,"Good",0,0,5,80,"pro","No","0"
1350,20,"ENGLISH","Female","4TH YR COL",2.4,"No",507,135,3,"Very Good",0,0,3,99,"pro","No","1"
1351,17,"ENGLISH","Female","7TH YR COL",3,"No",504,150,3,"Good",0,0,22,67,"pro","No","1"
1352,14,"ENGLISH","Female","2ND YR COL",1.5,"No",507,205,3,"Very Good",0,0,5,33,"pro","Yes","0"
1353,17,"GERMAN","Female","12TH GRADE",1.5045,"No",502,120,4,"Excellent",0,0,3,53,"pro","No","0"
1354,15,"GERMAN","Male","5TH YR COL",6.8,"No",506,135,2,"Very Good",0,0,4,66,"pub","Yes","1"
1355,18,"ENGLISH","Male","1ST YR COL",1.48,"No",505,160,5,"Good",3,0,23,67,"manuf","No","0"
1356,14,"ENGLISH","Male","12TH GRADE",1,"Yes",507,161,5,"Excellent",2,0,12,35,"construction","No","0"
1357,16,"ENGLISH","Male","4TH YR COL",6,"No",600,178,5,"Very Good",0,0,9,99,"pro","Yes","1"
1358,19,"ENGLISH","Female","6TH YR COL",1.9,"Yes",503,130,1,"Very Good",0,0,1,56,"pro","No","1"
1359,18,"GERMAN","Male","4TH YR COL",4.5,"No",600,155,4,"Very Good",0,0,4,93,"retail","No","1"
1360,19,"IRISH","Male","10TH GRADE",1.76,"Yes",600,170,3,"Good",0,1,11,19,"transp","No","1"
1361,19,"NONE","Female","12TH GRADE",0.25,"No",500,93,3,"Very Good",0,0,4,38,"retail","No","0"
1362,17,"ENGLISH","Male","3RD YR COL",3.6,"No",510,140,4,"Excellent",0,0,8,87,"transp","No","1"
1363,16,"MEXICAN-AMERICAN","Female","1ST YR COL",1.9,"No",501,110,6,"Good",0,0,8,8,"personal","No","1"
1364,21,"MEXICAN-AMERICAN","Female","6TH YR COL",2.8,"No",503,115,12,"Excellent",0,0,4,70,"pro","No","1"
1365,19,"MEXICAN-AMERICAN","Male","2ND YR COL",2,"No",509,160,8,"Excellent",3,0,3,55,"agri","No","1"
1366,17,"MEXICAN-AMERICAN","Male","12TH GRADE",1.17,"No",509,220,11,"Excellent",0,0,8,57,"agri","No","0"
1367,15,"MEXICAN-AMERICAN","Female","12TH GRADE",1.525,"No",504,125,11,"Excellent",0,0,4,35,"pro","No","0"
1368,14,"MEXICAN-AMERICAN","Female","12TH GRADE",2.3,"No",511,146,11,"Very Good",0,0,4,27,"busi","No","1"
1369,18,"MEXICAN-AMERICAN","Female","12TH GRADE",2.1,"No",504,160,7,"Good",0,0,6,17,"wholesale","No","1"
1370,18,"MEXICAN-AMERICAN","Male","9TH GRADE",1.44,"No",507,210,9,"Good",0,0,17,10,"agri","No","0"
1371,15,"ENGLISH","Male","9TH GRADE",0.32,"Yes",500,120,4,"Very Good",1,0,1,3,"pro","No","0"
1372,21,"MEXICAN-AMERICAN","Male","8TH GRADE",1.03,"No",500,180,5,"Fair",0,0,7,1,"agri","No","0"
1373,20,"MEXICAN-AMERICAN","Female","12TH GRADE",1.5,"No",500,110,5,"Very Good",0,0,5,26,"fin","No","0"
1374,20,"MEXICAN-AMERICAN","Female","12TH GRADE",1.5,"No",500,143,7,"Very Good",0,0,1,21,"manuf","No","0"
1375,18,"OTHER","Female","5TH YR COL",3.1,"No",503,129,3,"Excellent",0,0,11,75,"pro","Yes","1"
1376,15,"MEXICAN-AMERICAN","Male","12TH GRADE",1.65,"Yes",506,139,15,"Very Good",1,0,4,3,"enter","No","0"
1377,18,"MEXICAN-AMERICAN","Female","10TH GRADE",0.12,"No",500,110,15,"Fair",0,1,15,5,"agri","No","0"
1378,20,"GERMAN","Male","2ND YR COL",1.4,"No",600,165,3,"Good",2,1,25,84,"retail","No","0"
1379,19,"ENGLISH","Male","3RD YR COL",2.4,"No",510,165,5,"Fair",0,0,3,93,"pro","No","1"
1380,20,"MEXICAN-AMERICAN","Male","2ND YR COL",1.7,"No",508,185,4,"Very Good",0,0,10,78,"personal","No","0"
1381,19,"OTHER","Female","12TH GRADE",2.18,"No",508,200,4,"Good",1,0,3,31,"pub","No","1"
1382,16,"MEXICAN-AMERICAN","Female","12TH GRADE",1.5,"No",500,121,5,"Very Good",0,0,9,26,"pro","No","0"
1383,18,"MEXICAN-AMERICAN","Female","12TH GRADE",0.7,"No",502,132,5,"Very Good",0,0,5,13,"pro","No","0"
1384,19,"MEXICAN-AMERICAN","Male","12TH GRADE",0,"No",508,160,5,"Good",0,1,24,8,"agri","No","0"
1385,20,"CHICANO","Male","3RD YR COL",2,"No",504,135,6,"Very Good",3,0,9,59,"retail","No","1"
1386,16,"MEXICAN-AMERICAN","Female","5TH YR COL",5.5,"No",506,110,7,"Very Good",0,0,9,58,"pro","No","1"
1387,14,"MEXICAN-AMERICAN","Male","12TH GRADE",3,"No",508,140,7,"Very Good",0,0,10,32,"transp","Yes","1"
1388,19,"MEXICAN-AMERICAN","Female","12TH GRADE",0.42,"No",500,128,7,"Good",0,0,8,7,"retail","No","0"
1389,16,"MEXICAN-AMERICAN","Female","4TH YR COL",4.7,"No",502,130,5,"Very Good",0,0,9,29,"pub","No","1"
1390,21,"MEXICAN-AMERICAN","Male","4TH YR COL",6,"No",507,156,1,"Excellent",0,0,7,81,"transp","Yes","1"
1391,18,"MEXICAN-AMERICAN","Male","4TH YR COL",5.4,"No",507,155,5,"Excellent",0,0,10,57,"wholesale","Yes","1"
1392,16,"MEXICAN","Female","9TH GRADE",0.6,"No",503,160,2,"Fair",0,0,7,2,"pro","No","0"
1393,17,"MEXICAN-AMERICAN","Female","12TH GRADE",1.53,"No",501,103,6,"Good",0,0,7,16,"fin","No","0"
1394,14,"MEXICAN-AMERICAN","Male","12TH GRADE",1.305,"No",506,137,6,"Good",0,0,3,8,"agri","No","0"
1395,18,"MEXICAN-AMERICAN","Male","12TH GRADE",1.9,"Yes",505,160,9,"Good",0,0,12,14,"agri","No","1"
1396,15,"MEXICAN","Female","12TH GRADE",1.4993,"No",500,100,9,"Very Good",1,0,2,7,"pro","No","0"
1397,19,"AMERICAN","Male","12TH GRADE",2.6,"Yes",603,235,3,"Good",0,0,3,34,"wholesale","No","1"
1398,20,"BLACK","Female","4TH YR COL",2.7,"No",505,155,5,"Very Good",0,0,8,21,"pub","No","1"
1399,14,"BLACK","Male","12TH GRADE",2.2,"No",503,148,6,"Very Good",0,0,8,13,"construction","No","1"
1400,18,"NATIVE-AMERICAN","Male","4TH YR COL",3.65,"No",509,155,3,"Very Good",0,0,6,92,"fin","No","1"
1401,18,"BLACK","Male","9TH GRADE",0.6,"Yes",508,210,3,"Good",0,0,12,8,"retail","No","0"
1402,20,"BLACK","Male","12TH GRADE",3.6,"No",602,245,6,"Excellent",0,0,6,9,"manuf","Yes","1"
1403,18,"BLACK","Male","12TH GRADE",4.5,"No",508,190,6,"Excellent",0,0,2,16,"transp","Yes","1"
1404,21,"BLACK","Female","8TH GRADE",0.6,"No",500,170,6,"Good",0,0,6,6,"personal","No","0"
1405,19,"BLACK","Female","7TH GRADE",0,"No",500,100,6,"Good",0,0,3,3,"personal","No","0"
1406,20,"ENGLISH","Male","9TH GRADE",2.37,"No",511,220,1,"Fair",0,0,10,2,"transp","No","1"
1407,17,"ENGLISH","Female","12TH GRADE",2.3,"No",506,130,4,"Good",0,0,7,19,"manuf","No","1"
1408,17,"IRISH","Female","3RD YR COL",2.8,"No",600,166,3,"Good",0,0,10,32,"pro","No","1"
1409,16,"ENGLISH","Male","4TH YR COL",7,"No",600,175,4,"Very Good",4,0,14,77,"wholesale","Yes","1"
1410,14,"ENGLISH","Male","2ND YR COL",2.4,"No",507,140,3,"Fair",0,0,7,90,"fin","Yes","1"
1411,15,"NATIVE-AMERICAN","Female","2ND YR COL",2.7,"No",502,104,4,"Good",0,0,6,56,"manuf","No","1"
1412,19,"ENGLISH","Male","10TH GRADE",3.8,"No",600,180,2,"Excellent",0,0,5,53,"manuf","No","1"
1413,18,"NATIVE-AMERICAN","Female","11TH GRADE",0.595,"No",409,107,3,"Fair",0,0,6,53,"manuf","No","0"
1414,19,"AMERICAN","Female","1ST YR COL",2.6,"No",505,125,2,"Good",1,1,8,22,"manuf","No","1"
1415,16,"ENGLISH","Female","4TH YR COL",1.6,"No",504,128,3,"Good",0,0,11,48,"manuf","No","0"
1416,16,"AMERICAN","Male","12TH GRADE",2.4,"No",601,190,4,"Good",0,0,4,42,"manuf","No","1"
1417,20,"BLACK","Male","12TH GRADE",1.75,"No",511,195,6,"Good",0,0,7,9,"retail","No","1"
1418,18,"BLACK","Male","12TH GRADE",1.6,"No",601,200,6,"Very Good",0,0,4,25,"manuf","No","0"
1419,15,"GERMAN","Female","12TH GRADE",2.206,"No",507,114,3,"Very Good",0,0,8,53,"manuf","No","1"
1420,18,"IRISH","Female","1ST YR COL",3.5,"No",503,105,4,"Very Good",0,0,5,76,"pro","No","1"
1421,18,"AMERICAN","Female","12TH GRADE",2.0088,"No",502,125,6,"Fair",0,0,3,58,"pub","No","1"
1422,16,"NATIVE-AMERICAN","Female","4TH YR COL",4.1,"No",506,135,5,"Very Good",0,0,6,79,"retail","No","1"
1423,14,"AMERICAN","Female","4TH YR COL",3.5,"No",503,160,6,"Very Good",3,0,6,47,"transp","No","1"
1424,19,"ENGLISH","Female","1ST YR COL",2.1,"No",501,141,3,"Very Good",0,0,1,30,"manuf","No","1"
1425,21,"AMERICAN","Female","12TH GRADE",1.9,"No",506,136,2,"Very Good",0,0,2,8,"fin","No","1"
1426,21,"BLACK","Male","11TH GRADE",0.085,"No",604,203,5,"Very Good",0,0,11,17,"transp","No","0"
1427,16,"ENGLISH","Male","9TH GRADE",3.276,"No",511,155,5,"Excellent",0,0,7,59,"construction","Yes","1"
1428,14,"NATIVE-AMERICAN","Male","12TH GRADE",2,"No",511,185,5,"Very Good",0,0,10,36,"manuf","No","1"
1429,19,"BLACK","Male","12TH GRADE",1,"No",506,190,8,"Very Good",0,0,6,9,"manuf","No","0"
1430,16,"ENGLISH","Male","2ND YR COL",4.8,"No",600,185,5,"Excellent",0,0,13,40,"manuf","No","1"
1431,14,"ENGLISH","Male","2ND YR COL",2.9,"No",407,110,5,"Good",0,0,14,8,"transp","No","1"
1432,18,"BLACK","Male","12TH GRADE",6.4825,"No",508,167,6,"Very Good",1,1,7,11,"construction","Yes","1"
1433,19,"BLACK","Female","4TH YR COL",3.8,"No",506,170,12,"Excellent",0,0,4,59,"manuf","No","1"
1434,15,"BLACK","Male","12TH GRADE",2.2,"No",600,179,10,"Good",0,0,11,13,"construction","Yes","1"
1435,17,"BLACK","Male","2ND YR COL",1.5,"No",600,200,3,"Very Good",0,0,6,33,"pub","No","0"
1436,21,"ENGLISH","Male","2ND YR COL",3,"No",601,205,8,"Very Good",0,0,2,85,"busi","No","1"
1437,18,"ENGLISH","Female","12TH GRADE",1.3,"No",504,122,8,"Excellent",0,0,6,71,"pro","No","0"
1438,17,"ENGLISH","Male","2ND YR COL",0,"No",605,202,8,"Excellent",1,0,6,80,"manuf","No","0"
1439,14,"ENGLISH","Male","12TH GRADE",1.5,"No",505,175,5,"Very Good",0,0,8,3,"manuf","No","0"
1440,16,"BLACK","Female","12TH GRADE",1.2,"No",508,142,3,"Good",0,0,1,12,"manuf","No","0"
1441,18,"NATIVE-AMERICAN","Female","12TH GRADE",0.25,"No",509,233,2,"Good",0,0,8,35,"pro","No","0"
1442,20,"BLACK","Female","12TH GRADE",1.3,"No",506,196,7,"Fair",2,0,4,2,"pro","No","0"
1443,20,"BLACK","Male","12TH GRADE",3,"No",505,155,9,"Good",0,0,10,5,"transp","No","1"
1444,17,"ENGLISH","Male","4TH YR COL",4.9845,"No",600,170,4,"Very Good",3,0,7,98,"manuf","Yes","1"
1445,16,"ENGLISH","Male","12TH GRADE",2.9,"No",511,165,5,"Good",0,0,4,84,"fin","No","1"
1446,15,"ENGLISH","Male","12TH GRADE",5.6,"No",510,175,5,"Good",0,0,22,55,"manuf","Yes","1"
1447,17,"BLACK","Male","1ST YR COL",3.5,"No",509,225,5,"Very Good",0,0,8,20,"transp","No","1"
1448,16,"BLACK","Female","4TH YR COL",4.5,"No",505,130,5,"Very Good",0,0,7,23,"manuf","No","1"
1449,15,"ENGLISH","Female","3RD YR COL",4.2,"No",502,135,5,"Fair",1,0,12,69,"pro","No","1"
1450,15,"ENGLISH","Male","11TH GRADE",2.7,"No",506,145,3,"Very Good",0,0,10,18,"construction","No","1"
1451,14,"ENGLISH","Female","12TH GRADE",0.8556,"No",504,175,4,"Excellent",0,0,6,20,"retail","No","0"
1452,18,"NATIVE-AMERICAN","Female","3RD YR COL",0,"No",505,120,6,"Excellent",0,0,5,85,"manuf","No","0"
1453,16,"NATIVE-AMERICAN","Female","12TH GRADE",1.4575,"No",507,140,6,"Very Good",0,0,2,43,"fin","No","0"
1454,15,"ENGLISH","Male","12TH GRADE",2.3,"No",602,230,6,"Good",0,0,6,19,"agri","No","1"
1455,19,"ENGLISH","Male","4TH YR COL",2.4,"No",601,170,7,"Excellent",0,0,9,89,"agri","No","1"
1456,17,"ENGLISH","Female","4TH YR COL",5.5,"No",502,123,7,"Very Good",0,0,3,76,"pro","No","1"
1457,14,"ENGLISH","Male","1ST YR COL",2,"No",600,150,7,"Very Good",0,0,7,37,"retail","No","1"
1458,18,"ENGLISH","Male","12TH GRADE",7,"No",600,194,3,"Very Good",0,0,5,16,"manuf","Yes","1"
1459,14,"NATIVE-AMERICAN","Female","12TH GRADE",1.2,"No",503,118,3,"Good",3,0,6,63,"retail","No","0"
1460,21,"ENGLISH","Male","2ND YR COL",3.5,"No",508,180,6,"Good",0,0,9,86,"construction","No","1"
1461,18,"AMERICAN","Female","12TH GRADE",0.8,"No",504,115,6,"Very Good",3,1,11,66,"retail","No","0"
1462,19,"FRENCH","Female","12TH GRADE",0,"No",505,125,1,"Good",0,1,17,47,"personal","No","0"
1463,18,"PORTUGUESE","Female","10TH GRADE",3,"No",411,95,1,"Good",0,0,5,18,"pro","Yes","1"
1464,15,"PORTUGUESE","Female","12TH GRADE",0.0525,"No",409,92,5,"Very Good",0,0,12,5,"manuf","No","0"
1465,18,"FRENCH","Female","12TH GRADE",0.8,"No",505,130,3,"Good",0,0,23,45,"retail","No","0"
1466,15,"ENGLISH","Male","12TH GRADE",3.1,"No",508,215,4,"Very Good",0,1,10,38,"construction","Yes","1"
1467,17,"FRENCH","Male","3RD YR COL",4.5,"No",509,170,5,"Very Good",0,0,15,94,"pub","No","1"
1468,20,"AMERICAN","Male","1ST YR COL",4.6,"No",510,198,5,"Very Good",0,0,4,85,"busi","No","1"
1469,15,"FRENCH","Female","2ND YR COL",4,"No",503,143,5,"Excellent",0,0,12,85,"pro","No","1"
1470,20,"POLISH","Female","2ND YR COL",2.9,"No",503,120,3,"Very Good",0,0,1,97,"pro","No","1"
1471,22,"IRISH","Male","2ND YR COL",5.2,"No",511,185,3,"Good",0,0,8,80,"fin","No","1"
1472,16,"ENGLISH","Male","7TH YR COL",3,"Yes",508,155,5,"Very Good",4,0,9,99,"pro","No","1"
1473,14,"ENGLISH","Female","3RD YR COL",2.8,"Yes",502,120,5,"Fair",0,0,12,98,"retail","No","1"
1474,19,"GERMAN","Female","4TH YR COL",4.3,"No",506,124,4,"Excellent",0,0,13,97,"busi","Yes","1"
1475,17,"GERMAN","Female","4TH YR COL",6,"No",507,135,4,"Excellent",0,0,9,94,"busi","No","1"
1476,16,"GERMAN","Female","5TH YR COL",7.5,"No",502,118,5,"Excellent",0,0,20,99,"pro","Yes","1"
1477,15,"ENGLISH","Male","6TH YR COL",13.8775,"No",510,175,5,"Very Good",0,0,6,96,"pro","Yes","1"
1478,21,"FRENCH","Male","12TH GRADE",2.7,"No",604,220,3,"Good",2,0,20,42,"wholesale","No","1"
1479,15,"FRENCH","Female","12TH GRADE",0,"No",500,130,4,"Very Good",0,0,11,42,"fin","No","0"
1480,19,"ENGLISH","Female","2ND YR COL",1.98,"Yes",507,138,7,"Good",0,1,7,61,"fin","No","1"
1481,16,"IRISH","Male","12TH GRADE",2.2,"No",600,150,5,"Very Good",0,0,13,80,"busi","No","1"
1482,15,"ENGLISH","Male","5TH YR COL",7.5,"Yes",509,162,4,"Very Good",1,0,12,99,"manuf","Yes","1"
1483,14,"ENGLISH","Female","12TH GRADE",4.2,"No",505,130,3,"Good",0,0,4,35,"manuf","No","1"
1484,21,"POLISH","Female","12TH GRADE",0,"No",504,165,6,"Very Good",0,0,14,35,"pro","Yes","0"
1485,18,"ENGLISH","Female","11TH GRADE",0.56,"No",503,101,6,"Very Good",0,0,18,15,"pro","No","0"
1486,17,"POLISH","Male","1ST YR COL",2.4,"No",511,175,6,"Good",3,1,10,50,"construction","Yes","1"
1487,16,"ENGLISH","Female","11TH GRADE",0,"No",505,120,6,"Very Good",0,0,15,25,"busi","No","0"
1488,21,"ENGLISH","Male","4TH YR COL",5.5,"No",600,172,6,"Good",0,0,3,59,"wholesale","No","1"
1489,17,"ENGLISH","Male","3RD YR COL",4.6,"No",508,165,6,"Very Good",1,0,5,78,"retail","No","1"
1490,18,"FRENCH","Female","2ND YR COL",8.3,"No",502,150,6,"Good",0,0,4,95,"retail","No","1"
1491,16,"FRENCH","Male","7TH YR COL",3,"No",509,220,6,"Good",0,0,8,99,"pro","Yes","1"
1492,18,"PUERTORICAN","Male","9TH GRADE",2,"Yes",508,170,1,"Excellent",1,1,7,4,"fin","No","1"
1493,20,"ENGLISH","Female","2ND YR COL",3.4,"No",505,125,3,"Excellent",0,0,4,84,"busi","No","1"
1494,21,"ENGLISH","Female","12TH GRADE",3.85,"No",507,140,5,"Excellent",0,0,7,27,"transp","No","1"
1495,16,"ENGLISH","Male","12TH GRADE",2.5,"No",600,190,5,"Excellent",0,0,10,30,"agri","No","1"
1496,15,"ITALIAN","Female","4TH YR COL",6,"No",503,105,5,"Very Good",2,0,5,61,"fin","No","1"
1497,14,"GERMAN","Female","6TH YR COL",0,"No",502,110,4,"Excellent",0,0,6,93,"mining","No","0"
1498,19,"CHINESE","Male","7TH YR COL",13.8775,"No",507,120,3,"Very Good",0,0,9,99,"fin","Yes","1"
1499,14,"ENGLISH","Male","4TH YR COL",4,"No",509,170,6,"Good",0,0,8,48,"transp","Yes","1"
1500,17,"WELSH","Male","6TH YR COL",13.8775,"No",510,170,6,"Excellent",4,1,10,92,"busi","No","1"
1501,16,"ENGLISH","Female","4TH YR COL",2.5,"No",504,124,3,"Excellent",0,0,7,51,"retail","No","1"
1502,18,"WELSH","Female","6TH YR COL",0,"No",507,135,4,"Excellent",0,0,6,97,"manuf","No","0"
1503,20,"ENGLISH","Female","4TH YR COL",0.44,"No",503,110,5,"Excellent",1,0,10,98,"pro","No","0"
1504,17,"ENGLISH","Male","6TH YR COL",4.4,"No",510,150,3,"Excellent",0,0,14,89,"pro","Yes","1"
1505,16,"ENGLISH","Male","4TH YR COL",13.8775,"No",508,155,5,"Excellent",0,0,4,86,"fin","No","1"
1506,14,"RUSSIAN","Female","4TH YR COL",3.7,"No",506,135,5,"Very Good",0,0,15,82,"pro","No","1"
1507,15,"OTHER-HISPANIC","Male","12TH GRADE",2.4,"Yes",509,175,4,"Excellent",0,0,13,29,"pro","No","1"
1508,19,"CUBAN","Male","12TH GRADE",2.6,"No",509,185,4,"Very Good",0,0,13,11,"manuf","No","1"
1509,18,"BLACK","Male","3RD YR COL",2.8,"No",510,190,4,"Excellent",0,0,5,10,"transp","No","1"
1510,21,"FRENCH","Male","6TH YR COL",1.8,"No",600,165,1,"Excellent",0,0,10,99,"busi","No","1"
1511,16,"POLISH","Male","12TH GRADE",6.5,"No",511,210,7,"Good",0,0,3,54,"pro","No","1"
1512,19,"ITALIAN","Female","2ND YR COL",2.2,"No",503,110,3,"Very Good",0,0,9,58,"busi","No","1"
1513,19,"ENGLISH","Female","6TH YR COL",3.4,"No",507,150,3,"Good",0,0,11,70,"pro","No","1"
1514,17,"GERMAN","Female","1ST YR COL",1.3,"Yes",500,110,5,"Very Good",0,0,8,35,"retail","Yes","0"
1515,14,"IRISH","Female","4TH YR COL",8,"No",504,120,5,"Excellent",0,0,9,82,"manuf","No","1"
1516,16,"ENGLISH","Male","12TH GRADE",1.32,"No",507,155,4,"Good",0,1,15,49,"manuf","Yes","0"
1517,17,"OTHER","Male","1ST YR COL",1.3,"No",604,209,6,"Very Good",4,1,17,61,"retail","No","0"
1518,22,"ENGLISH","Female","4TH YR COL",0.3,"No",504,135,6,"Very Good",0,0,5,78,"retail","No","0"
1519,20,"IRISH","Female","4TH YR COL",0.4,"No",508,140,6,"Very Good",0,0,8,64,"retail","No","0"
1520,15,"IRISH","Male","3RD YR COL",4,"No",600,175,6,"Good",2,0,19,74,"retail","No","1"
1521,19,"BLACK","Male","10TH GRADE",1.7,"No",602,270,4,"Good",0,0,8,22,"manuf","No","0"
1522,16,"IRISH","Female","12TH GRADE",2.45,"No",506,110,4,"Good",0,0,11,40,"fin","No","1"
1523,16,"FRENCH","Male","10TH GRADE",3.6,"No",508,155,2,"Good",2,0,14,39,"construction","No","1"
1524,18,"GERMAN","Female","4TH YR COL",13.8775,"No",508,127,6,"Very Good",0,0,10,89,"pro","Yes","1"
1525,15,"GERMAN","Male","5TH YR COL",3,"Yes",511,145,6,"Excellent",4,1,16,79,"construction","No","1"
1526,14,"GERMAN","Male","4TH YR COL",6,"No",510,150,6,"Good",4,0,8,80,"pub","No","1"
1527,16,"GERMAN","Female","8TH YR COL OR MORE",8.5,"No",505,115,5,"Excellent",0,0,11,68,"pro","No","1"
1528,15,"ENGLISH","Male","12TH GRADE",0.3,"No",503,146,5,"Very Good",0,0,8,2,"manuf","No","0"
1529,20,"IRISH","Female","7TH YR COL",4.1,"No",501,120,7,"Excellent",0,0,15,74,"pro","Yes","1"
1530,17,"IRISH","Male","4TH YR COL",7.3,"No",600,178,7,"Very Good",0,0,9,67,"transp","No","1"
1531,18,"NATIVE-AMERICAN","Female","4TH YR COL",5.5,"No",505,118,4,"Very Good",0,0,3,54,"manuf","Yes","1"
