id,age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
2006,15,"GERMAN","Male","4TH YR COL",4.8,"No",603,170,5,"Very Good",4,0,4,81,"retail","Yes","1"
2007,17,"GERMAN","Female","3RD YR COL",2.8,"No",505,130,5,"Fair",3,0,11,53,"busi","No","1"
2008,18,"ENGLISH","Female","3RD YR COL",1.92,"No",503,135,5,"Very Good",1,0,10,77,"retail","No","1"
2009,19,"ENGLISH","Male","2ND YR COL",3.5,"Yes",600,180,5,"Very Good",1,1,12,29,"retail","Yes","1"
2010,19,"ENGLISH","Male","3RD YR COL",3.5,"No",507,156,4,"Very Good",0,1,12,88,"pro","No","1"
2011,15,"ENGLISH","Male","2ND YR COL",4,"No",603,235,5,"Very Good",0,0,20,63,"pub","No","1"
2012,14,"GERMAN","Male","5TH YR COL",5,"No",511,175,7,"Very Good",0,0,4,96,"wholesale","No","1"
2013,15,"ENGLISH","Male","1ST YR COL",3.4,"No",600,173,4,"Very Good",0,0,7,67,"wholesale","Yes","1"
2014,18,"ENGLISH","Female","4TH YR COL",0.25,"No",500,120,4,"Fair",0,0,12,76,"personal","No","0"
2015,15,"GERMAN","Male","6TH YR COL",7.5,"No",510,145,4,"Very Good",0,0,4,84,"pro","Yes","1"
2016,16,"ENGLISH","Male","4TH YR COL",3.9,"No",511,168,6,"Very Good",0,1,10,91,"manuf","No","1"
2017,17,"ENGLISH","Male","4TH YR COL",2.6,"No",511,155,3,"Very Good",0,0,12,89,"retail","No","1"
2018,21,"GERMAN","Male","8TH YR COL OR MORE",13.8775,"No",510,175,6,"Good",1,0,7,93,"pro","No","1"
2019,18,"GERMAN","Female","5TH YR COL",13.8775,"No",507,150,6,"Excellent",0,0,21,45,"fin","No","1"
2020,16,"OTHER","Female","2ND YR COL",0.9,"No",505,125,6,"Very Good",0,0,13,54,"personal","No","0"
2021,14,"OTHER","Female","12TH GRADE",2,"No",504,125,6,"Fair",1,0,5,18,"personal","No","1"
2022,20,"IRISH","Male","3RD YR COL",2.9,"No",601,178,3,"Good",0,0,7,90,"agri","No","1"
2023,15,"NATIVE-AMERICAN","Male","4TH YR COL",4,"No",605,190,3,"Excellent",4,0,8,99,"fin","No","1"
2024,19,"ENGLISH","Female","5TH YR COL",4.8,"No",508,170,4,"Very Good",0,0,6,71,"pro","No","1"
2025,17,"ENGLISH","Male","6TH YR COL",3.5,"No",509,140,4,"Excellent",0,0,5,64,"pro","No","1"
2026,18,"NATIVE-AMERICAN","Male","12TH GRADE",0,"No",509,160,4,"Poor",0,1,26,11,"construction","No","0"
2027,18,"OTHER","Male","1ST YR COL",3.55,"No",600,215,5,"Very Good",0,0,23,69,"retail","Yes","1"
2028,19,"ENGLISH","Female","1ST YR COL",2.08,"No",510,140,1,"Good",1,0,4,47,"pro","No","1"
2029,17,"BLACK","Female","6TH YR COL",3.8,"No",507,145,3,"Good",1,0,12,73,"transp","No","1"
2030,17,"ENGLISH","Female","4TH YR COL",3.2,"No",507,125,4,"Excellent",0,0,9,85,"pro","Yes","1"
2031,15,"POLISH","Female","7TH YR COL",0.9906,"No",501,112,4,"Very Good",0,0,19,99,"pro","No","0"
2032,15,"IRISH","Female","2ND YR COL",0,"No",504,118,3,"Very Good",0,0,10,59,"pro","Yes","0"
2033,16,"NATIVE-AMERICAN","Male","12TH GRADE",1.5,"No",603,195,9,"Very Good",0,0,26,50,"retail","No","0"
2034,15,"GERMAN","Female","12TH GRADE",0,"No",600,170,9,"Good",0,0,6,62,"pro","No","0"
2035,19,"ENGLISH","Female","4TH YR COL",0,"No",508,120,6,"Excellent",0,0,11,84,"manuf","No","0"
2036,16,"ENGLISH","Female","4TH YR COL",1.8,"No",505,120,6,"Excellent",0,0,10,56,"pro","No","1"
2037,14,"ENGLISH","Female","8TH YR COL OR MORE",3.5637,"No",506,115,6,"Good",1,0,13,92,"pro","No","1"
2038,17,"POLISH","Male","4TH YR COL",3.2,"Yes",508,140,5,"Good",2,0,24,91,"pro","No","1"
2039,14,"POLISH","Male","6TH YR COL",3.4,"No",509,155,5,"Very Good",0,0,15,81,"pro","No","1"
2040,19,"ENGLISH","Female","12TH GRADE",1.35,"No",504,123,6,"Excellent",0,0,11,35,"retail","No","0"
2041,19,"ENGLISH","Female","12TH GRADE",0.003,"Yes",505,180,2,"Good",0,0,9,11,"personal","No","0"
2042,15,"BLACK","Male","12TH GRADE",6.5,"Yes",510,160,5,"Very Good",0,0,15,4,"pub","No","1"
2043,18,"BLACK","Female","12TH GRADE",2.6,"No",502,165,2,"Good",0,0,11,12,"pub","No","1"
2044,17,"BLACK","Female","11TH GRADE",0.8,"No",500,235,4,"Good",0,0,10,5,"retail","No","0"
2045,15,"BLACK","Male","3RD YR COL",1.7,"Yes",606,205,11,"Good",2,1,8,4,"manuf","Yes","0"
2046,20,"BLACK","Female","9TH GRADE",0,"No",411,155,3,"Fair",0,0,7,2,"fin","No","0"
2047,21,"BLACK","Female","4TH YR COL",3.6,"No",504,120,9,"Fair",0,0,4,34,"transp","No","1"
2048,20,"BLACK","Male","1ST YR COL",0.8,"Yes",600,175,9,"Very Good",0,0,11,26,"construction","No","0"
2049,18,"BLACK","Male","8TH GRADE",2.3,"No",507,145,3,"Good",0,1,10,9,"retail","No","1"
2050,15,"BLACK","Female","2ND YR COL",0,"No",503,110,3,"Excellent",0,0,13,9,"busi","Yes","0"
2051,16,"ENGLISH","Male","8TH GRADE",2.6,"No",602,200,4,"Very Good",2,1,7,35,"busi","No","1"
2052,16,"AMERICAN","Male","12TH GRADE",2.3,"No",600,160,4,"Good",0,0,9,23,"manuf","No","1"
2053,20,"ENGLISH","Female","4TH YR COL",0.8,"No",503,116,4,"Good",0,0,5,81,"pro","No","0"
2054,16,"ENGLISH","Male","3RD YR COL",6,"No",503,150,4,"Excellent",0,0,2,63,"manuf","Yes","1"
2055,20,"CUBAN","Male","4TH YR COL",6.2,"No",601,190,4,"Excellent",0,0,1,80,"manuf","No","1"
2056,15,"ENGLISH","Female","5TH YR COL",2.5,"No",504,117,4,"Good",0,0,7,65,"pro","No","1"
2057,16,"SCOTTISH","Male","5TH YR COL",5.3,"No",601,180,5,"Good",0,0,7,99,"pro","No","1"
2058,19,"IRISH","Female","5TH YR COL",0.15,"No",507,147,1,"Good",0,0,14,73,"pro","No","0"
2059,21,"NATIVE-AMERICAN","Male","1ST YR COL",3.9,"No",600,195,3,"Good",0,1,11,24,"pro","No","1"
2060,17,"BLACK","Male","12TH GRADE",2,"No",509,140,3,"Excellent",0,0,7,11,"pro","No","1"
2061,20,"BLACK","Female","12TH GRADE",1.2,"No",408,135,2,"Good",0,0,9,23,"retail","Yes","0"
2062,15,"ENGLISH","Male","12TH GRADE",2.5,"No",510,180,3,"Excellent",1,0,12,25,"pro","No","1"
2063,22,"FRENCH","Female","1ST YR COL",2.39,"No",501,110,4,"Excellent",0,0,3,42,"construction","No","1"
2064,20,"NATIVE-AMERICAN","Female","12TH GRADE",0.7,"No",506,158,4,"Fair",0,0,11,45,"enter","No","0"
2065,17,"BLACK","Female","12TH GRADE",1.7,"Yes",505,158,6,"Very Good",0,0,8,20,"pro","No","0"
2066,15,"BLACK","Female","12TH GRADE",0.25,"Yes",503,112,6,"Good",0,0,7,5,"manuf","No","0"
2067,20,"FRENCH","Female","10TH GRADE",2.6,"No",502,170,3,"Fair",0,0,1,6,"transp","No","1"
2068,15,"PORTUGUESE","Male","11TH GRADE",2.8,"No",600,200,6,"Good",1,0,9,25,"construction","Yes","1"
2069,16,"FRENCH","Female","1ST YR COL",0,"No",502,140,5,"Good",0,0,11,59,"retail","No","0"
2070,20,"GERMAN","Male","12TH GRADE",3.1,"No",508,160,5,"Very Good",0,0,1,66,"transp","Yes","1"
2071,19,"BLACK","Female","12TH GRADE",1.8765,"No",509,183,1,"Poor",0,0,4,26,"construction","No","1"
2072,21,"BLACK","Male","1ST YR COL",4.5,"Yes",508,155,3,"Excellent",0,0,15,17,"retail","No","1"
2073,14,"ENGLISH","Male","2ND YR COL",1.8,"No",510,180,6,"Fair",4,1,22,59,"construction","Yes","1"
2074,14,"FILIPINO","Male","4TH YR COL",3,"No",503,120,6,"Very Good",0,0,4,74,"pro","Yes","1"
2075,17,"FILIPINO","Male","12TH GRADE",2.3,"No",504,120,5,"Excellent",0,1,5,11,"construction","No","1"
2076,16,"BLACK","Female","2ND YR COL",1.8,"No",502,130,7,"Very Good",0,0,2,32,"personal","No","1"
2077,20,"BLACK","Female","1ST YR COL",0,"No",507,130,4,"Fair",0,0,14,8,"retail","No","0"
2078,19,"BLACK","Female","1ST YR COL",1.63,"Yes",504,168,4,"Good",0,0,11,16,"manuf","No","0"
2079,15,"BLACK","Male","12TH GRADE",0.003,"No",501,149,5,"Very Good",0,0,13,18,"construction","No","0"
2080,14,"BLACK","Female","12TH GRADE",1.7,"No",500,122,5,"Good",0,0,15,28,"fin","No","0"
2081,15,"INDIAN","Male","12TH GRADE",5.2,"No",507,170,4,"Fair",0,0,10,21,"pub","No","1"
2082,14,"GERMAN","Female","4TH YR COL",3.3,"No",501,130,3,"Very Good",0,0,7,88,"pro","No","1"
2083,16,"GERMAN","Male","9TH GRADE",1.3,"No",510,160,2,"Very Good",0,0,12,25,"agri","No","0"
2084,15,"AMERICAN","Female","10TH GRADE",2.8,"No",500,100,6,"Very Good",0,0,7,17,"wholesale","No","1"
2085,19,"ENGLISH","Female","4TH YR COL",0,"No",504,140,4,"Very Good",0,0,15,47,"manuf","No","0"
2086,17,"ENGLISH","Male","12TH GRADE",2,"No",602,165,2,"Good",0,0,11,75,"manuf","No","1"
2087,17,"ENGLISH","Female","1ST YR COL",1.9,"Yes",503,135,8,"Very Good",4,0,7,53,"fin","No","1"
2088,14,"ENGLISH","Male","12TH GRADE",5,"No",510,135,8,"Good",0,0,6,27,"manuf","No","1"
2089,15,"ENGLISH","Female","2ND YR COL",0.55,"No",506,110,5,"Poor",0,0,15,78,"wholesale","No","0"
2090,20,"AMERICAN","Female","2ND YR COL",3,"No",505,170,4,"Excellent",0,0,14,62,"pro","No","1"
2091,22,"ENGLISH","Female","1ST YR COL",2,"No",505,149,3,"Very Good",0,0,5,70,"construction","No","1"
2092,17,"NATIVE-AMERICAN","Female","12TH GRADE",0,"No",506,128,3,"Excellent",1,0,18,27,"manuf","No","0"
2093,16,"ENGLISH","Male","9TH GRADE",0.6,"No",507,140,3,"Good",1,1,19,4,"personal","No","0"
2094,19,"POLISH","Male","11TH GRADE",0.9,"No",508,180,2,"Very Good",0,0,5,72,"transp","No","0"
2095,18,"POLISH","Female","11TH GRADE",1.8,"No",502,110,2,"Very Good",0,0,10,38,"retail","No","1"
2096,15,"IRISH","Female","1ST YR COL",1.4,"No",501,138,5,"Very Good",0,0,7,84,"personal","No","0"
2097,15,"ENGLISH","Male","1ST YR COL",2.3,"No",511,210,5,"Good",2,0,14,67,"manuf","No","1"
2098,19,"GERMAN","Female","2ND YR COL",3.45,"No",503,115,5,"Very Good",0,0,4,53,"pro","No","1"
2099,18,"ENGLISH","Female","2ND YR COL",3.3,"No",503,118,5,"Very Good",0,0,4,29,"pro","No","1"
2100,14,"RUSSIAN","Male","6TH YR COL",13.8775,"No",504,145,5,"Very Good",0,0,8,89,"pro","No","1"
2101,18,"ENGLISH","Male","4TH YR COL",3.9,"No",510,175,4,"Excellent",0,0,11,77,"busi","No","1"
2102,14,"OTHER","Female","4TH YR COL",0,"No",501,90,4,"Very Good",0,0,6,53,"wholesale","No","0"
2103,15,"ENGLISH","Male","5TH YR COL",5.2,"No",510,168,4,"Very Good",2,0,12,77,"wholesale","No","1"
2104,21,"GERMAN","Female","1ST YR COL",2.5,"No",504,130,2,"Excellent",0,0,5,81,"pro","No","1"
2105,17,"IRISH","Male","12TH GRADE",2.2,"Yes",510,165,6,"Fair",5,1,16,30,"agri","No","1"
2106,15,"IRISH","Male","12TH GRADE",2.56,"No",511,145,6,"Excellent",3,1,11,65,"construction","No","1"
2107,14,"ENGLISH","Male","12TH GRADE",2.85,"Yes",600,200,4,"Excellent",0,0,8,86,"enter","No","1"
2108,17,"NATIVE-AMERICAN","Male","12TH GRADE",2,"No",511,165,6,"Fair",0,0,6,44,"construction","No","1"
2109,15,"BLACK","Male","12TH GRADE",0,"No",508,205,15,"Poor",0,0,7,23,"manuf","No","0"
2110,15,"BLACK","Female","12TH GRADE",1.6,"Yes",509,154,3,"Good",0,0,3,12,"pro","No","0"
2111,15,"ENGLISH","Female","7TH YR COL",1.4,"No",507,118,5,"Very Good",0,0,7,98,"pro","No","0"
2112,17,"ENGLISH","Female","12TH GRADE",0.6,"Yes",505,115,3,"Very Good",0,0,15,66,"pro","No","0"
2113,14,"AMERICAN","Male","12TH GRADE",2.5,"No",508,163,3,"Good",1,0,3,11,"manuf","No","1"
2114,21,"IRISH","Female","5TH YR COL",3.1,"No",508,160,2,"Excellent",0,0,1,79,"pro","No","1"
2115,15,"ENGLISH","Female","12TH GRADE",1,"No",504,113,3,"Very Good",0,0,2,23,"personal","No","0"
2116,21,"ENGLISH","Male","1ST YR COL",13.8775,"No",511,180,3,"Very Good",2,0,1,75,"wholesale","No","1"
2117,19,"GERMAN","Female","10TH GRADE",0.7,"No",506,140,3,"Excellent",0,0,13,39,"busi","No","0"
2118,15,"ENGLISH","Male","12TH GRADE",4.4,"No",508,140,4,"Very Good",0,0,9,34,"manuf","Yes","1"
2119,19,"GERMAN","Male","12TH GRADE",1.5,"No",602,195,5,"Very Good",0,0,2,42,"manuf","No","0"
2120,17,"ENGLISH","Female","4TH YR COL",2.7,"No",507,146,5,"Good",0,0,7,66,"pro","No","1"
2121,16,"GERMAN","Female","6TH YR COL",3.6,"No",502,99,5,"Good",0,0,1,75,"pro","No","1"
2122,16,"ENGLISH","Female","4TH YR COL",2,"No",505,135,5,"Good",1,0,6,70,"pro","No","1"
2123,15,"ENGLISH","Female","4TH YR COL",0.05,"No",505,125,5,"Good",3,0,15,65,"pro","No","0"
2124,17,"ENGLISH","Female","12TH GRADE",3.6,"No",509,145,5,"Excellent",0,0,4,75,"pro","No","1"
2125,15,"ENGLISH","Male","9TH GRADE",3.8,"No",601,185,5,"Very Good",1,0,6,11,"manuf","No","1"
2126,14,"ENGLISH","Female","12TH GRADE",1.8,"No",504,110,5,"Poor",0,0,13,28,"retail","No","1"
2127,16,"NATIVE-AMERICAN","Male","12TH GRADE",3.7,"No",510,190,3,"Very Good",3,0,4,64,"fin","Yes","1"
2128,20,"NONE","Female","12TH GRADE",1.89,"No",502,115,7,"Fair",0,0,2,50,"pro","No","1"
2129,15,"AMERICAN","Male","4TH YR COL",4.6,"No",509,155,3,"Fair",0,1,10,94,"pub","No","1"
2130,17,"GERMAN","Female","4TH YR COL",1.25,"No",503,125,6,"Very Good",0,0,3,62,"pro","Yes","0"
2131,15,"AMERICAN","Male","11TH GRADE",3.5,"No",600,160,4,"Fair",0,0,4,2,"construction","No","1"
2132,17,"AMERICAN","Male","12TH GRADE",0.0696,"No",510,215,5,"Good",0,0,7,10,"agri","No","0"
2133,15,"ENGLISH","Male","12TH GRADE",2.65,"No",602,200,3,"Excellent",0,0,6,48,"manuf","No","1"
2134,16,"ENGLISH","Female","4TH YR COL",3.4,"No",504,115,3,"Good",0,0,12,64,"pro","Yes","1"
2135,17,"AMERICAN","Male","12TH GRADE",2,"No",600,142,7,"Good",0,1,24,19,"retail","No","1"
2136,21,"ENGLISH","Male","5TH YR COL",5,"No",600,165,2,"Very Good",0,0,5,98,"pro","No","1"
2137,18,"ENGLISH","Female","5TH YR COL",3.4,"No",600,175,3,"Excellent",0,0,3,62,"pro","No","1"
2138,16,"ENGLISH","Female","12TH GRADE",1.9,"No",506,140,6,"Excellent",0,0,7,35,"manuf","No","1"
2139,20,"GERMAN","Male","12TH GRADE",2.65,"No",505,135,3,"Very Good",0,1,7,51,"enter","No","1"
2140,16,"GERMAN","Male","2ND YR COL",2,"No",507,143,7,"Very Good",0,0,7,58,"wholesale","No","1"
2141,14,"ENGLISH","Male","12TH GRADE",2.5,"No",506,175,7,"Fair",1,0,6,1,"agri","No","1"
2142,15,"BLACK","Female","1ST YR COL",3.42,"No",506,142,2,"Good",0,0,15,72,"retail","No","1"
2143,17,"ENGLISH","Female","1ST YR COL",0.2,"No",503,105,6,"Good",0,0,4,42,"enter","No","0"
2144,16,"AMERICAN","Female","12TH GRADE",0.1,"No",504,128,6,"Good",0,0,9,14,"manuf","Yes","0"
2145,16,"BLACK","Male","12TH GRADE",3.1,"No",600,187,4,"Fair",0,0,7,51,"pub","Yes","1"
2146,15,"BLACK","Male","12TH GRADE",1.35,"No",601,163,4,"Very Good",0,0,5,27,"pro","Yes","0"
2147,16,"AMERICAN","Male","9TH GRADE",1.6,"No",509,200,4,"Very Good",0,0,9,44,"manuf","No","0"
2148,17,"FRENCH","Female","12TH GRADE",1.65,"No",504,135,7,"Very Good",0,0,9,28,"fin","Yes","0"
2149,16,"AMERICAN","Female","4TH YR COL",1.4,"No",508,140,4,"Very Good",0,0,5,47,"busi","No","0"
2150,16,"OTHER","Female","3RD YR COL",2.65,"No",506,130,4,"Good",0,0,15,33,"fin","No","1"
2151,19,"BLACK","Female","12TH GRADE",3.6,"Yes",505,220,2,"Good",0,0,2,36,"manuf","No","1"
2152,21,"ENGLISH","Female","12TH GRADE",3.7,"No",505,116,2,"Very Good",0,0,5,61,"transp","No","1"
2153,14,"ENGLISH","Female","1ST YR COL",2.7,"No",504,102,6,"Good",0,0,10,37,"transp","No","1"
2154,16,"AMERICAN","Male","9TH GRADE",4.2,"No",506,170,6,"Fair",1,0,15,7,"manuf","No","1"
2155,15,"ENGLISH","Male","10TH GRADE",3.744,"Yes",510,155,4,"Excellent",3,1,16,22,"construction","No","1"
2156,18,"GERMAN","Male","12TH GRADE",4,"No",511,200,4,"Good",0,0,10,25,"manuf","No","1"
2157,15,"ENGLISH","Male","12TH GRADE",2.1,"No",508,145,3,"Good",3,0,14,44,"pub","Yes","1"
2158,14,"GERMAN","Female","12TH GRADE",4.6,"No",507,160,4,"Very Good",0,0,6,66,"pro","No","1"
2159,19,"ENGLISH","Male","12TH GRADE",2.5,"No",511,180,3,"Very Good",0,0,24,58,"busi","No","1"
2160,18,"BLACK","Male","10TH GRADE",0.68,"No",508,185,2,"Fair",1,1,12,3,"busi","No","0"
2161,17,"GERMAN","Male","4TH YR COL",5.2,"No",511,155,5,"Excellent",0,0,5,93,"pub","Yes","1"
2162,16,"ENGLISH","Male","3RD YR COL",1.5,"Yes",508,155,4,"Very Good",0,0,12,88,"busi","No","0"
2163,21,"BLACK","Female","12TH GRADE",1,"No",505,150,6,"Good",0,0,2,16,"pro","No","0"
2164,17,"ENGLISH","Female","7TH GRADE",0.045,"No",507,145,3,"Good",0,0,8,3,"retail","No","0"
2165,16,"BLACK","Male","11TH GRADE",1.15,"Yes",600,197,8,"Good",0,0,5,32,"pro","No","0"
2166,19,"IRISH","Female","11TH GRADE",0,"No",504,103,2,"Very Good",0,0,6,16,"retail","Yes","0"
2167,16,"GERMAN","Female","12TH GRADE",1,"Yes",503,125,3,"Good",0,0,14,63,"busi","No","0"
2168,14,"ENGLISH","Male","5TH GRADE",0,"No",507,126,6,"Very Good",0,0,9,1,"retail","No","0"
2169,15,"GERMAN","Male","6TH YR COL",4.8,"No",600,165,5,"Very Good",0,0,8,87,"pro","Yes","1"
2170,14,"OTHER","Female","4TH YR COL",5.1,"No",504,120,5,"Excellent",0,0,7,73,"pro","No","1"
2171,19,"BLACK","Male","12TH GRADE",0,"No",511,198,10,"Good",0,1,4,1,"retail","No","0"
2172,15,"BLACK","Female","11TH GRADE",1,"No",400,180,10,"Excellent",0,0,1,5,"pro","No","0"
2173,19,"BLACK","Female","3RD YR COL",1.8,"No",507,145,9,"Excellent",0,0,6,11,"pro","No","1"
2174,19,"INDIAN","Male","3RD YR COL",2,"Yes",506,165,6,"Very Good",0,0,9,19,"retail","No","1"
2175,18,"BLACK","Male","12TH GRADE",1,"Yes",502,120,6,"Very Good",0,0,6,1,"retail","No","0"
2176,16,"BLACK","Female","12TH GRADE",1.5,"No",503,160,6,"Very Good",0,0,8,6,"retail","No","0"
2177,17,"BLACK","Female","5TH YR COL",1.5,"No",500,135,4,"Very Good",0,0,8,75,"pro","No","0"
2178,15,"BLACK","Female","12TH GRADE",0,"No",500,130,5,"Fair",0,0,3,2,"retail","No","0"
2179,14,"BLACK","Female","2ND YR COL",1.8,"No",505,165,6,"Excellent",0,0,9,22,"pro","No","1"
2180,16,"BLACK","Female","12TH GRADE",0,"No",500,113,1,"Good",0,0,12,4,"retail","Yes","0"
2181,14,"IRISH","Male","12TH GRADE",2,"No",506,235,5,"Fair",0,0,5,48,"retail","No","1"
2182,17,"ENGLISH","Female","2ND YR COL",2.0123,"No",501,189,4,"Very Good",1,0,11,30,"busi","No","1"
2183,16,"ENGLISH","Female","12TH GRADE",0.36,"Yes",506,135,2,"Fair",0,0,17,44,"retail","No","0"
2184,15,"AMERICAN","Male","11TH GRADE",4.2,"No",509,185,3,"Good",0,0,7,6,"agri","No","1"
2185,18,"AMERICAN","Female","12TH GRADE",1.9635,"No",506,187,4,"Very Good",0,0,5,63,"pro","No","1"
2186,14,"AMERICAN","Female","12TH GRADE",3,"No",505,135,4,"Very Good",0,0,6,38,"pub","No","1"
2187,21,"ENGLISH","Female","7TH YR COL",0.2,"No",501,135,1,"Very Good",0,0,5,78,"retail","No","0"
2188,21,"FRENCH","Male","4TH YR COL",3,"No",509,150,7,"Excellent",0,0,7,55,"transp","No","1"
2189,19,"FRENCH","Male","7TH YR COL",2.6,"No",502,122,7,"Fair",0,0,10,91,"pro","No","1"
2190,16,"FRENCH","Female","6TH YR COL",3.2,"No",502,128,7,"Excellent",0,0,5,79,"pro","No","1"
2191,20,"NATIVE-AMERICAN","Female","1ST YR COL",2.5,"No",503,125,3,"Very Good",0,0,7,31,"retail","No","1"
2192,16,"GERMAN","Male","2ND YR COL",7.5,"No",506,135,2,"Good",0,0,11,82,"busi","No","1"
2193,15,"ENGLISH","Female","1ST YR COL",0.9,"No",504,168,4,"Good",1,0,10,38,"pro","No","0"
2194,21,"NATIVE-AMERICAN","Female","1ST YR COL",3.2,"No",502,188,2,"Fair",0,0,3,86,"pub","No","1"
2195,20,"FRENCH","Male","2ND YR COL",3.6,"No",509,155,5,"Very Good",0,0,7,92,"retail","No","1"
2196,20,"FRENCH","Male","12TH GRADE",2.9,"No",600,190,5,"Good",3,0,4,58,"retail","No","1"
2197,16,"FRENCH","Male","12TH GRADE",3.122,"No",511,210,5,"Good",2,0,3,36,"busi","No","1"
2198,14,"ENGLISH","Male","12TH GRADE",0.9,"No",511,160,5,"Fair",1,0,11,6,"busi","No","0"
2199,17,"ENGLISH","Male","2ND YR COL",3.1,"No",508,177,5,"Very Good",0,0,7,51,"manuf","No","1"
2200,17,"ENGLISH","Male","1ST YR COL",2.6,"No",506,125,3,"Good",1,0,13,25,"busi","No","1"
2201,17,"GERMAN","Male","2ND YR COL",4.2,"No",603,275,5,"Good",0,0,7,67,"transp","No","1"
2202,16,"ENGLISH","Female","12TH GRADE",2.6,"No",510,126,5,"Good",0,0,4,53,"manuf","No","1"
2203,16,"IRISH","Female","12TH GRADE",3,"No",507,165,4,"Very Good",0,0,8,18,"fin","No","1"
2204,14,"GERMAN","Female","2ND YR COL",5,"No",505,145,4,"Good",0,0,8,53,"pro","No","1"
2205,19,"POLISH","Male","8TH GRADE",3,"No",507,145,1,"Very Good",1,0,10,16,"retail","No","1"
2206,21,"AMERICAN","Female","7TH GRADE",1,"No",507,115,5,"Good",0,0,9,41,"retail","No","0"
2207,16,"NATIVE-AMERICAN","Male","8TH GRADE",1.45,"Yes",511,140,5,"Very Good",0,1,15,17,"manuf","No","0"
2208,21,"MEXICAN-AMERICAN","Female","1ST YR COL",1,"No",505,230,7,"Good",0,0,11,22,"personal","No","0"
2209,21,"MEXICAN-AMERICAN","Female","12TH GRADE",3.07,"No",501,200,5,"Very Good",0,0,5,87,"transp","No","1"
2210,18,"BLACK","Female","3RD YR COL",1,"No",503,125,7,"Very Good",1,0,11,21,"personal","No","0"
2211,16,"BLACK","Male","4TH YR COL",6,"No",509,150,6,"Very Good",0,0,14,12,"fin","Yes","1"
2212,14,"MEXICAN-AMERICAN","Male","8TH GRADE",0,"No",506,220,7,"Fair",0,0,9,9,"agri","No","0"
2213,19,"GERMAN","Female","11TH GRADE",1.4,"No",507,156,5,"Fair",0,0,25,10,"retail","No","0"
2214,15,"OTHER","Male","4TH YR COL",3.2,"No",601,188,5,"Excellent",0,0,10,79,"personal","No","1"
2215,16,"ENGLISH","Male","7TH YR COL",8,"No",511,151,4,"Good",0,0,14,95,"pro","No","1"
2216,17,"ENGLISH","Female","4TH YR COL",1.35,"No",507,141,4,"Very Good",0,0,16,91,"pro","No","0"
2217,21,"ENGLISH","Female","1ST YR COL",2.7,"No",507,120,3,"Excellent",0,0,8,66,"pub","Yes","1"
2218,20,"GERMAN","Female","4TH YR COL",2.55,"No",504,135,5,"Very Good",0,0,6,70,"pro","No","1"
2219,18,"NATIVE-AMERICAN","Male","1ST YR COL",5.65,"No",510,170,5,"Very Good",0,0,2,59,"wholesale","No","1"
2220,16,"ENGLISH","Male","4TH YR COL",6.45,"No",510,180,5,"Very Good",0,0,10,89,"manuf","No","1"
2221,15,"NATIVE-AMERICAN","Male","4TH YR COL",4.8,"No",509,140,5,"Good",3,0,7,68,"transp","No","1"
2222,17,"GERMAN","Female","12TH GRADE",2.5,"No",502,130,3,"Excellent",0,0,3,82,"mining","No","1"
2223,17,"GERMAN","Male","7TH YR COL",3.1,"No",600,160,5,"Excellent",0,0,4,82,"pro","Yes","1"
2224,15,"NATIVE-AMERICAN","Male","12TH GRADE",0.78,"No",511,192,5,"Good",1,0,12,47,"retail","Yes","0"
2225,15,"NATIVE-AMERICAN","Female","12TH GRADE",0,"No",503,120,4,"Good",0,0,8,9,"wholesale","No","0"
2226,17,"FRENCH","Male","2ND YR COL",3,"No",604,180,4,"Very Good",0,1,17,86,"construction","No","1"
2227,15,"FRENCH","Female","11TH GRADE",1.8,"No",506,145,4,"Good",0,0,9,52,"busi","No","1"
2228,17,"ENGLISH","Female","10TH GRADE",0.6129,"No",505,116,3,"Very Good",0,0,21,49,"retail","No","0"
2229,20,"BLACK","Male","3RD YR COL",2.8,"No",602,217,3,"Very Good",0,0,3,62,"transp","No","1"
2230,17,"BLACK","Male","12TH GRADE",1.3,"No",506,130,8,"Very Good",0,1,17,5,"retail","No","0"
2231,14,"BLACK","Male","11TH GRADE",1.1,"Yes",508,138,8,"Very Good",0,0,15,10,"manuf","No","0"
2232,17,"MEXICAN-AMERICAN","Male","2ND YR COL",4,"Yes",506,145,7,"Excellent",0,0,4,66,"retail","No","1"
2233,16,"MEXICAN-AMERICAN","Female","2ND YR COL",1.95,"No",500,107,7,"Good",0,0,7,49,"fin","No","1"
2234,14,"MEXICAN-AMERICAN","Female","3RD YR COL",0.6,"No",502,115,7,"Very Good",2,0,16,40,"fin","No","0"
2235,17,"MEXICAN-AMERICAN","Male","12TH GRADE",5.5,"No",508,182,6,"Good",0,0,6,32,"transp","No","1"
2236,18,"BLACK","Female","12TH GRADE",1.7,"No",505,175,8,"Poor",3,0,13,40,"busi","No","0"
2237,15,"ENGLISH","Female","12TH GRADE",0.075,"No",506,130,6,"Good",5,1,8,49,"construction","No","0"
2238,20,"FRENCH","Male","12TH GRADE",1.9541,"No",511,125,1,"Very Good",0,0,6,53,"enter","No","1"
2239,17,"GERMAN","Male","2ND YR COL",3.1,"No",601,242,3,"Very Good",1,0,14,9,"transp","No","1"
